x_uk	x_O0C_rate	합계 : PP_wTx	합계 : PP_cnt_plus 	합계 : PP_cnt_minus 	합계 : PR_sum_rate	합계 : PR_cnt_rate	 score 
895-905	0.1-0.11	-0.39	1	2	0.801020408	0.5	 0.6 
85-95	0.14-0.15	-3.13	4	7	0.634345794	0.571428571	 0.6 
465-475	0.01-0.02	-32.31	33	49	0.393467242	0.673469388	 0.6 
<5	0.03-0.04	-1725.74	4069	7674	0.726186887	0.530231952	 0.6 
645-655	0.2-0.21	-1.74	1	2	0.791866029	0.5	 0.6 
615-625	0.06-0.07	-1.7	2	3	0.401408451	0.666666667	 0.6 
1575-1585	0.04-0.05	-0.79	1	2	0.784153005	0.5	 0.6 
1245-1255	0.18-0.19	-1.39	1	2	0.779714739	0.5	 0.6 
75-85	0.17-0.18	-13.06	3	4	0.189826303	0.75	 0.6 
985-995	0.02-0.03	-0.42	3	6	0.770491803	0.5	 0.6 
495-505	0.05-0.06	-3.28	4	7	0.602905569	0.571428571	 0.6 
305-315	0.16-0.17	-1.64	1	2	0.764367816	0.5	 0.6 
145-155	0.09-0.1	-16.05	13	22	0.549915872	0.590909091	 0.6 
5-15	0.17-0.18	0.62	3	8	1.051495017	0.375	 0.6 
5-15	0.14-0.15	-15.79	11	22	0.744539718	0.5	 0.6 
1375-1385	0.01-0.02	-0.9	2	3	0.352517986	0.666666667	 0.6 
<5	0.14-0.15	-55.57	9	15	0.505824811	0.6	 0.6 
1705-1715	0.01-0.02	-1.6	2	3	0.344262295	0.666666667	 0.6 
205-215	0.1-0.11	-11.23	8	13	0.461132438	0.615384615	 0.6 
1245-1255	0.01-0.02	-3.1	4	6	0.330453564	0.666666667	 0.6 
205-215	0.24-0.25	-1.73	2	4	0.712624585	0.5	 0.6 
815-825	0.12-0.13	-1.09	1	2	0.706199461	0.5	 0.6 
<5	0.02-0.03	-5042.47	10287	19762	0.656868856	0.520544479	 0.6 
<5	0.15-0.16	-58.87	11	18	0.444045708	0.611111111	 0.6 
525-535	0.05-0.06	-2.58	4	7	0.535971223	0.571428571	 0.6 
425-435	0.09-0.1	-1.65	2	3	0.309623431	0.666666667	 0.6 
1725-1735	0.01-0.02	0.08	1	3	1.080808081	0.333333333	 0.6 
55-65	0.19-0.2	0.58	1	3	1.078484438	0.333333333	 0.6 
<5	0.12-0.13	-46.23	16	30	0.606553191	0.533333333	 0.6 
1645-1655	0.01-0.02	-1.55	2	3	0.292237443	0.666666667	 0.6 
445-455	0.03-0.04	-9.68	12	24	0.67808447	0.5	 0.6 
735-745	0.04-0.05	-10.86	3	4	0.09273183	0.75	 0.6 
295-305	0.13-0.14	1.75	1	4	1.25659824	0.25	 0.6 
185-195	0.12-0.13	-3.23	2	4	0.672745694	0.5	 0.6 
515-525	0.08-0.09	-4.85	2	3	0.28041543	0.666666667	 0.6 
95-105	0.17-0.18	-3.4	2	3	0.275053305	0.666666667	 0.5 
665-675	0.19-0.2	-2.54	1	2	0.65253078	0.5	 0.5 
625-635	0.11-0.12	-9.55	2	3	0.261978362	0.666666667	 0.5 
195-205	0.14-0.15	-4.77	3	6	0.650036684	0.5	 0.5 
305-315	0.07-0.08	-13.83	8	13	0.379542396	0.615384615	 0.5 
355-365	0.07-0.08	-13.42	5	9	0.518478651	0.555555556	 0.5 
765-775	0.03-0.04	-4.88	4	7	0.475832438	0.571428571	 0.5 
155-165	0.19-0.2	-1.19	1	2	0.640483384	0.5	 0.5 
235-245	0.09-0.1	-2.24	4	9	0.765935214	0.444444444	 0.5 
<5	0.08-0.09	-76.74	77	166	0.718777485	0.463855422	 0.5 
685-695	0.01-0.02	-2.46	7	15	0.707142857	0.466666667	 0.5 
825-835	0.1-0.11	-1.84	1	2	0.629032258	0.5	 0.5 
675-685	0.14-0.15	-1.14	1	2	0.62745098	0.5	 0.5 
1475-1485	0.01-0.02	0.4	1	4	1.203045685	0.25	 0.5 
715-725	0.09-0.1	-3.65	2	3	0.229957806	0.666666667	 0.5 
1355-1365	0.02-0.03	-1.64	1	2	0.591022444	0.5	 0.5 
995-1005	0.01-0.02	-7.3	4	6	0.200438116	0.666666667	 0.5 
<5	0.01-0.02	-14131.23	26637	53709	0.593662433	0.495950399	 0.5 
75-85	0.18-0.19	-4.88	2	4	0.580034423	0.5	 0.5 
1405-1415	0.01-0.02	-1.28	2	4	0.57615894	0.5	 0.5 
<5	0.09-0.1	-146.43	54	102	0.506986297	0.529411765	 0.5 
85-95	0.16-0.17	-6.94	3	5	0.342180095	0.6	 0.5 
525-535	0.08-0.09	-10.04	3	5	0.339473684	0.6	 0.5 
855-865	0.08-0.09	-0.54	1	2	0.571428571	0.5	 0.5 
35-45	0.21-0.22	-9.9	2	3	0.177740864	0.666666667	 0.5 
155-165	0.08-0.09	-18.96	17	35	0.592696026	0.485714286	 0.5 
605-615	0.06-0.07	-10.94	3	5	0.324691358	0.6	 0.5 
345-355	0.26-0.27	-3.89	1	2	0.553386912	0.5	 0.5 
1855-1865	0.12-0.13	-3.74	1	2	0.552631579	0.5	 0.5 
95-105	0.16-0.17	-9.71	4	8	0.552328262	0.5	 0.5 
515-525	0.04-0.05	-4.56	4	8	0.550295858	0.5	 0.5 
105-115	0.24-0.25	-0.42	1	3	0.93814433	0.333333333	 0.5 
165-175	0.14-0.15	-9.26	4	8	0.545855812	0.5	 0.5 
<5	0.26-0.27	-71.99	3	5	0.308785406	0.6	 0.5 
1605-1615	0.01-0.02	-1.48	2	4	0.540372671	0.5	 0.5 
1045-1055	0.1-0.11	-1.09	1	2	0.538135593	0.5	 0.5 
395-405	0.08-0.09	-13.6	5	10	0.537414966	0.5	 0.5 
385-395	0.11-0.12	-2.09	1	2	0.536585366	0.5	 0.5 
1235-1245	0.03-0.04	0.2	1	4	1.11299435	0.25	 0.5 
755-765	0.01-0.02	-10.2	9	16	0.379184419	0.5625	 0.5 
1525-1535	0.02-0.03	-6.4	2	3	0.128065395	0.666666667	 0.5 
115-125	0.22-0.23	-2.69	1	2	0.507326007	0.5	 0.5 
565-575	0.15-0.16	-1.79	1	2	0.497191011	0.5	 0.5 
915-925	0.09-0.1	-1.44	1	2	0.496503497	0.5	 0.5 
495-505	0.16-0.17	-1.09	1	2	0.49537037	0.5	 0.5 
1095-1105	0.01-0.02	-1.73	2	4	0.486646884	0.5	 0.5 
335-345	0.1-0.11	-0.12	2	7	0.982378855	0.285714286	 0.5 
1055-1065	0.06-0.07	-1.69	1	2	0.473520249	0.5	 0.5 
235-245	0.19-0.2	-2.79	1	2	0.469581749	0.5	 0.5 
265-275	0.11-0.12	-5.16	4	8	0.46749226	0.5	 0.5 
<5	0.25-0.26	-17.01	2	5	0.698938053	0.4	 0.5 
475-485	0.15-0.16	-6.2	2	3	0.073243647	0.666666667	 0.5 
5805-5815	0.01-0.02	-0.79	1	2	0.45890411	0.5	 0.5 
595-605	0.04-0.05	-4.71	4	8	0.454861111	0.5	 0.5 
815-825	0.04-0.05	-4.12	3	6	0.452855246	0.5	 0.5 
855-865	0.07-0.08	-0.42	1	3	0.840909091	0.333333333	 0.5 
1545-1555	0.03-0.04	-0.89	1	2	0.447204969	0.5	 0.5 
785-795	0.13-0.14	1.67	1	5	1.139166667	0.2	 0.5 
465-475	0.07-0.08	-1.66	2	5	0.671287129	0.4	 0.5 
485-495	0.04-0.05	2.63	5	24	1.117568172	0.208333333	 0.5 
535-545	0.25-0.26	-1.34	1	2	0.43220339	0.5	 0.5 
3005-3015	0.01-0.02	-3.15	2	3	0.042553191	0.666666667	 0.5 
385-395	0.15-0.16	-0.67	1	3	0.818428184	0.333333333	 0.5 
535-545	0.18-0.19	-3.64	1	2	0.427672956	0.5	 0.5 
1385-1395	0.02-0.03	-1.84	1	2	0.426791277	0.5	 0.5 
405-415	0.07-0.08	-5.32	3	6	0.414096916	0.5	 0.5 
785-795	0.08-0.09	-1.94	1	2	0.404907975	0.5	 0.5 
785-795	0.24-0.25	-3.89	1	2	0.402457757	0.5	 0.5 
155-165	0.2-0.21	-7.53	2	4	0.400954654	0.5	 0.5 
865-875	0.19-0.2	-1.99	1	2	0.398791541	0.5	 0.5 
595-605	0.09-0.1	-7.23	2	4	0.398502496	0.5	 0.5 
965-975	0.05-0.06	-0.74	1	2	0.388429752	0.5	 0.5 
365-375	0.11-0.12	-4.13	2	4	0.371385084	0.5	 0.5 
545-555	0.09-0.1	-0.2	1	4	0.95423341	0.25	 0.5 
415-425	0.02-0.03	-25.18	20	41	0.397319292	0.487804878	 0.5 
265-275	0.1-0.11	-17.56	6	11	0.256876851	0.545454545	 0.5 
435-445	0.05-0.06	-8.69	7	16	0.508484163	0.4375	 0.5 
585-595	0.05-0.06	-1.98	2	4	0.35504886	0.5	 0.5 
1685-1695	0.03-0.04	-1.04	1	2	0.354037267	0.5	 0.5 
195-205	0.09-0.1	-24.76	11	21	0.298185941	0.523809524	 0.5 
1375-1385	0.03-0.04	-1.59	1	2	0.353658537	0.5	 0.5 
535-545	0.06-0.07	-6.47	5	9	0.217654172	0.555555556	 0.5 
905-915	0.12-0.13	-0.79	1	2	0.347107438	0.5	 0.5 
275-285	0.17-0.18	-3.19	1	2	0.343621399	0.5	 0.5 
615-625	0.12-0.13	-1.52	1	3	0.730496454	0.333333333	 0.5 
1485-1495	0.06-0.07	-0.94	1	2	0.333333333	0.5	 0.5 
305-315	0.12-0.13	5.79	1	11	1.285502959	0.090909091	 0.4 
355-365	0.17-0.18	-19.93	2	4	0.330534095	0.5	 0.4 
85-95	0.11-0.12	-4.66	6	21	0.829802776	0.285714286	 0.4 
25-35	0.15-0.16	-12.15	5	10	0.323119777	0.5	 0.4 
135-145	0.17-0.18	-0.5	1	4	0.900398406	0.25	 0.4 
405-415	0.12-0.13	-7.18	2	4	0.310940499	0.5	 0.4 
335-345	0.07-0.08	-4.45	3	7	0.477085781	0.428571429	 0.4 
565-575	0.07-0.08	-3.78	2	4	0.308957952	0.5	 0.4 
1075-1085	0.06-0.07	-0.7	1	4	0.89010989	0.25	 0.4 
735-745	0.14-0.15	-2.64	1	2	0.29787234	0.5	 0.4 
1315-1325	0.02-0.03	-3.28	2	4	0.29764454	0.5	 0.4 
835-845	0.07-0.08	-3.04	1	2	0.294663573	0.5	 0.4 
1325-1335	0.02-0.03	-3.13	2	4	0.28375286	0.5	 0.4 
535-545	0.13-0.14	-10.07	3	6	0.269230769	0.5	 0.4 
865-875	0.1-0.11	-10.99	1	2	0.265374332	0.5	 0.4 
965-975	0.03-0.04	-6.02	3	6	0.26405868	0.5	 0.4 
1975-1985	0.02-0.03	-1.89	1	2	0.247011952	0.5	 0.4 
595-605	0.25-0.26	-3.87	1	3	0.634560907	0.333333333	 0.4 
455-465	0.16-0.17	-3.52	1	3	0.619047619	0.333333333	 0.4 
205-215	0.12-0.13	-5.8	3	7	0.386892178	0.428571429	 0.4 
1445-1455	0.01-0.02	-0.3	1	4	0.802631579	0.25	 0.4 
625-635	0.01-0.02	-16.74	10	23	0.369253956	0.434782609	 0.4 
35-45	0.11-0.12	-32.54	15	38	0.462059845	0.394736842	 0.4 
5-15	0.19-0.2	-0.44	1	2	0.214285714	0.5	 0.4 
1025-1035	0.1-0.11	-2.64	1	2	0.214285714	0.5	 0.4 
785-795	0.19-0.2	-11.79	1	2	0.203916273	0.5	 0.4 
1025-1035	0.02-0.03	-2.56	2	5	0.431111111	0.4	 0.4 
1665-1675	0.02-0.03	-0.69	1	2	0.197674419	0.5	 0.4 
415-425	0.13-0.14	-1.4	1	4	0.78021978	0.25	 0.4 
795-805	0.01-0.02	-11.66	7	15	0.273520249	0.466666667	 0.4 
665-675	0.07-0.08	-0.11	1	6	0.971279373	0.166666667	 0.4 
605-615	0.05-0.06	-4.13	2	4	0.193359375	0.5	 0.4 
155-165	0.13-0.14	-17.74	4	9	0.319524357	0.444444444	 0.4 
385-395	0.12-0.13	-7.38	2	4	0.181818182	0.5	 0.4 
115-125	0.09-0.1	-39.13	16	35	0.281359045	0.457142857	 0.4 
215-225	0.2-0.21	-5.59	1	2	0.166915052	0.5	 0.4 
965-975	0.02-0.03	-9.78	2	4	0.16552901	0.5	 0.4 
525-535	0.14-0.15	-2.14	1	2	0.1640625	0.5	 0.4 
1895-1905	0.03-0.04	-1.57	1	3	0.550143266	0.333333333	 0.4 
1745-1755	0.02-0.03	-3.49	1	2	0.161057692	0.5	 0.4 
1245-1255	0.05-0.06	-4.54	1	2	0.160813309	0.5	 0.4 
1005-1015	0.03-0.04	-0.89	1	2	0.160377358	0.5	 0.4 
145-155	0.12-0.13	-13.14	5	13	0.428447151	0.384615385	 0.4 
725-735	0.15-0.16	-1.77	1	3	0.544987147	0.333333333	 0.4 
405-415	0.1-0.11	-7.28	2	4	0.155452436	0.5	 0.4 
955-965	0.04-0.05	-1.54	1	2	0.149171271	0.5	 0.4 
<5	0.1-0.11	-99.52	28	81	0.503838867	0.345679012	 0.4 
415-425	0.03-0.04	-52.77	13	26	0.14306593	0.5	 0.4 
1885-1895	0.02-0.03	-3.49	1	2	0.140394089	0.5	 0.4 
495-505	0.1-0.11	-1.77	1	3	0.526737968	0.333333333	 0.4 
665-675	0.06-0.07	-4.64	1	2	0.134328358	0.5	 0.4 
355-365	0.12-0.13	-2.42	1	3	0.51984127	0.333333333	 0.4 
1075-1085	0.13-0.14	-7.64	1	2	0.127853881	0.5	 0.4 
895-905	0.07-0.08	-4.34	1	2	0.125	0.5	 0.4 
1495-1505	0.01-0.02	-0.92	1	3	0.513227513	0.333333333	 0.4 
1165-1175	0.02-0.03	-3.34	1	2	0.12335958	0.5	 0.4 
985-995	0.01-0.02	-9.28	5	11	0.225375626	0.454545455	 0.4 
<5	0.11-0.12	-152.72	24	55	0.266826692	0.436363636	 0.4 
755-765	0.06-0.07	-10.51	2	5	0.351234568	0.4	 0.4 
4375-4385	0.01-0.02	-2.79	1	2	0.117088608	0.5	 0.4 
745-755	0.07-0.08	-5.83	2	4	0.112633181	0.5	 0.4 
2525-2535	0.01-0.02	-1.39	1	2	0.108974359	0.5	 0.4 
<5	0.21-0.22	-96.75	3	7	0.273157539	0.428571429	 0.4 
655-665	0.17-0.18	-3.42	1	3	0.492581602	0.333333333	 0.4 
55-65	0.17-0.18	-7.97	2	7	0.59767794	0.285714286	 0.4 
385-395	0.09-0.1	-4.28	3	8	0.383285303	0.375	 0.4 
275-285	0.15-0.16	-1.67	1	3	0.476489028	0.333333333	 0.4 
1395-1405	0.02-0.03	-6.49	1	2	0.080736544	0.5	 0.4 
665-675	0.14-0.15	-2.64	1	2	0.076923077	0.5	 0.4 
745-755	0.06-0.07	-2.04	1	2	0.076923077	0.5	 0.4 
<5	0.13-0.14	-100.58	9	27	0.463029203	0.333333333	 0.4 
855-865	0.15-0.16	-3.64	1	2	0.069053708	0.5	 0.4 
535-545	0.09-0.1	-2.59	1	2	0.061594203	0.5	 0.4 
425-435	0.11-0.12	-4.78	1	5	0.761	0.2	 0.4 
455-465	0.06-0.07	-16.04	4	9	0.188669702	0.444444444	 0.4 
135-145	0.22-0.23	-7.54	1	2	0.058676654	0.5	 0.4 
115-125	0.13-0.14	-30.94	6	12	0.056994819	0.5	 0.4 
2515-2525	0.05-0.06	-2.99	1	2	0.053797468	0.5	 0.4 
995-1005	0.02-0.03	-15.78	2	4	0.053389322	0.5	 0.4 
645-655	0.12-0.13	-9.71	2	5	0.283394834	0.4	 0.4 
1105-1115	0.02-0.03	-1.12	1	3	0.43718593	0.333333333	 0.4 
215-225	0.13-0.14	-7.96	2	5	0.279638009	0.4	 0.4 
965-975	0.06-0.07	-1.49	1	2	0.044871795	0.5	 0.4 
1155-1165	0.03-0.04	-1.49	1	2	0.044871795	0.5	 0.4 
1455-1465	0.02-0.03	-1.49	1	2	0.044871795	0.5	 0.4 
645-655	0.06-0.07	-1.5	1	4	0.626865672	0.25	 0.4 
615-625	0.09-0.1	-2.04	1	2	0.033175355	0.5	 0.4 
505-515	0.11-0.12	-3.69	1	2	0.031496063	0.5	 0.4 
655-665	0.07-0.08	-4.44	1	2	0.026315789	0.5	 0.4 
1575-1585	0.03-0.04	-8.24	1	2	0.020214031	0.5	 0.4 
1915-1925	0.01-0.02	-4.09	1	2	0.016826923	0.5	 0.4 
885-895	0.07-0.08	-2.12	1	3	0.392550143	0.333333333	 0.4 
1255-1265	0.07-0.08	-7.84	1	2	0.002544529	0.5	 0.4 
145-155	0.15-0.16	-4.62	1	3	0.361878453	0.333333333	 0.3 
885-895	0.08-0.09	-4.17	1	3	0.34741784	0.333333333	 0.3 
1515-1525	0.02-0.03	-5.15	1	4	0.53053783	0.25	 0.3 
<5	0.18-0.19	-77.42	4	10	0.178131635	0.4	 0.3 
305-315	0.11-0.12	-4.81	2	5	0.177777778	0.4	 0.3 
25-35	0.21-0.22	-6.35	1	4	0.525056096	0.25	 0.3 
1865-1875	0.01-0.02	-0.97	1	3	0.326388889	0.333333333	 0.3 
175-185	0.16-0.17	-6.82	1	3	0.320717131	0.333333333	 0.3 
1755-1765	0.01-0.02	-5.02	1	3	0.320703654	0.333333333	 0.3 
795-805	0.04-0.05	-2.32	1	3	0.315634218	0.333333333	 0.3 
255-265	0.14-0.15	-12.21	2	5	0.155017301	0.4	 0.3 
515-525	0.06-0.07	-9.87	3	11	0.443316413	0.272727273	 0.3 
<5	0.29-0.3	-39.04	2	6	0.297589061	0.333333333	 0.3 
655-665	0.15-0.16	-1.95	1	4	0.489528796	0.25	 0.3 
825-835	0.05-0.06	-1.62	1	3	0.292576419	0.333333333	 0.3 
45-55	0.17-0.18	-5.5	1	4	0.486940299	0.25	 0.3 
485-495	0.1-0.11	-5.86	2	5	0.131851852	0.4	 0.3 
355-365	0.1-0.11	-19.46	2	5	0.123423423	0.4	 0.3 
2555-2565	0.01-0.02	-1.52	1	3	0.272727273	0.333333333	 0.3 
375-385	0.17-0.18	-5.17	1	3	0.26037196	0.333333333	 0.3 
425-435	0.07-0.08	-7.67	2	7	0.361365529	0.285714286	 0.3 
1215-1225	0.01-0.02	-3.14	2	6	0.248803828	0.333333333	 0.3 
235-245	0.11-0.12	-7.42	3	11	0.370118846	0.272727273	 0.3 
1065-1075	0.02-0.03	-5.32	1	3	0.227866473	0.333333333	 0.3 
335-345	0.15-0.16	-2.87	1	3	0.222222222	0.333333333	 0.3 
315-325	0.07-0.08	-17.43	4	12	0.218735993	0.333333333	 0.3 
485-495	0.07-0.08	-3.5	1	4	0.377224199	0.25	 0.3 
425-435	0.12-0.13	-4.05	1	4	0.374034003	0.25	 0.3 
1265-1275	0.01-0.02	-3.12	1	3	0.176781003	0.333333333	 0.3 
855-865	0.06-0.07	-3.37	1	3	0.165841584	0.333333333	 0.3 
405-415	0.09-0.1	-8.92	1	3	0.15769594	0.333333333	 0.3 
155-165	0.21-0.22	-12.62	1	3	0.155287818	0.333333333	 0.3 
585-595	0.07-0.08	-1.3	1	4	0.340101523	0.25	 0.3 
945-955	0.03-0.04	-12.22	1	3	0.144856543	0.333333333	 0.3 
695-705	0.12-0.13	-3.35	1	4	0.339250493	0.25	 0.3 
505-515	0.18-0.19	-2.62	1	3	0.138157895	0.333333333	 0.3 
365-375	0.06-0.07	-11.51	3	9	0.135885886	0.333333333	 0.3 
325-335	0.13-0.14	-9.62	1	3	0.128623188	0.333333333	 0.3 
775-785	0.17-0.18	-16.12	1	3	0.121046892	0.333333333	 0.3 
25-35	0.16-0.17	-15.02	2	7	0.228160329	0.285714286	 0.3 
825-835	0.04-0.05	-3.22	1	3	0.115384615	0.333333333	 0.3 
1115-1125	0.03-0.04	-4.62	2	7	0.224832215	0.285714286	 0.3 
235-245	0.16-0.17	-17.89	2	6	0.111276701	0.333333333	 0.3 
1625-1635	0.01-0.02	-1.75	1	4	0.305555556	0.25	 0.3 
1425-1435	0.01-0.02	-6.22	1	3	0.103746398	0.333333333	 0.3 
715-725	0.13-0.14	-6.27	1	3	0.103004292	0.333333333	 0.3 
365-375	0.14-0.15	-6.02	1	3	0.093373494	0.333333333	 0.3 
485-495	0.12-0.13	-2.88	1	5	0.4	0.2	 0.3 
415-425	0.14-0.15	-4.57	1	3	0.084168337	0.333333333	 0.3 
295-305	0.08-0.09	-18.26	4	13	0.140301318	0.307692308	 0.3 
1365-1375	0.03-0.04	-3.22	1	3	0.077363897	0.333333333	 0.3 
645-655	0.16-0.17	-14.57	1	3	0.077264091	0.333333333	 0.3 
205-215	0.16-0.17	-9.27	1	3	0.072072072	0.333333333	 0.3 
605-615	0.15-0.16	-4.32	1	3	0.068965517	0.333333333	 0.3 
<5	0.19-0.2	-76.25	2	8	0.261071809	0.25	 0.3 
1045-1055	0.08-0.09	-10.32	1	3	0.065217391	0.333333333	 0.3 
1285-1295	0.03-0.04	-2.72	1	3	0.058823529	0.333333333	 0.3 
315-325	0.16-0.17	-3.67	1	3	0.05655527	0.333333333	 0.3 
1935-1945	0.01-0.02	-3.42	1	3	0.04735376	0.333333333	 0.2 
1675-1685	0.01-0.02	-8.07	1	3	0.043838863	0.333333333	 0.2 
935-945	0.03-0.04	-7.69	2	6	0.04234122	0.333333333	 0.2 
1625-1635	0.06-0.07	-6.67	1	3	0.038904899	0.333333333	 0.2 
685-695	0.08-0.09	-9.52	1	3	0.037411527	0.333333333	 0.2 
685-695	0.16-0.17	-11.02	1	3	0.028218695	0.333333333	 0.2 
35-45	0.16-0.17	-18.34	2	6	0.026022305	0.333333333	 0.2 
935-945	0.06-0.07	-0.87	1	3	0.02247191	0.333333333	 0.2 
455-465	0.08-0.09	-10.62	2	7	0.13022113	0.285714286	 0.2 
335-345	0.18-0.19	-8.39	1	7	0.459058672	0.142857143	 0.2 
315-325	0.08-0.09	-33.08	5	16	0.062358277	0.3125	 0.2 
235-245	0.14-0.15	-13.3	2	8	0.195888755	0.25	 0.2 
485-495	0.14-0.15	-10.55	1	4	0.195884146	0.25	 0.2 
1335-1345	0.01-0.02	-3.35	1	4	0.145408163	0.25	 0.2 
395-405	0.12-0.13	-7.15	1	4	0.135429262	0.25	 0.2 
1235-1245	0.02-0.03	-2.63	1	5	0.248571429	0.2	 0.2 
585-595	0.06-0.07	-4.71	1	6	0.305309735	0.166666667	 0.2 
335-345	0.11-0.12	-6.55	1	4	0.092797784	0.25	 0.2 
935-945	0.04-0.05	-13.7	1	4	0.07868191	0.25	 0.2 
295-305	0.15-0.16	-12.13	1	5	0.194019934	0.2	 0.2 
45-55	0.18-0.19	-9.48	1	5	0.186266094	0.2	 0.2 
<5	>0.3	-387.92	4	15	0.024591401	0.266666667	 0.2 
395-405	0.15-0.16	-12.85	1	4	0.053058217	0.25	 0.2 
155-165	0.18-0.19	-7	1	4	0.030470914	0.25	 0.2 
1705-1715	0.02-0.03	-4.88	1	5	0.136283186	0.2	 0.2 
855-865	0.02-0.03	-8.56	1	6	0.194731891	0.166666667	 0.2 
1555-1565	0.01-0.02	-5.72	1	8	0.284105131	0.125	 0.2 
185-195	0.13-0.14	-8.68	1	5	0.046153846	0.2	 0.2 
375-385	0.15-0.16	-13.56	1	6	0.106719368	0.166666667	 0.1 
65-75	0.16-0.17	-12.61	1	6	0.088214027	0.166666667	 0.1 
2035-2045	0.01-0.02	-7.13	1	5	0.009722222	0.2	 0.1 
175-185	0.12-0.13	-11.19	1	7	0.090982941	0.142857143	 0.1 
635-645	0.03-0.04	-4.7	1	9	0.108159393	0.111111111	 0.1 
925-935	0.02-0.03	-16.62	1	8	0.04974271	0.125	 0.1 
75-85	0.15-0.16	-16.9	1	9	0.056919643	0.111111111	 0.1 
1025-1035	0.03-0.04	-10.7	1	9	0.042076992	0.111111111	 0.1 
145-155	0.14-0.15	-73.3	1	9	0.020315424	0.111111111	 0.1 
<5	0.2-0.21	-82.21	0	7	0	0	 - 
<5	0.27-0.28	-40.98	0	6	0	0	 - 
<5	0.28-0.29	-70.78	0	6	0	0	 - 
15-25	0.27-0.28	-0.13	0	1	0	0	 - 
35-45	0.19-0.2	-3.66	0	2	0	0	 - 
55-65	0.16-0.17	-8.73	0	6	0	0	 - 
65-75	0.27-0.28	-1.93	0	1	0	0	 - 
75-85	0.21-0.22	-0.28	0	1	0	0	 - 
85-95	0.21-0.22	-0.28	0	1	0	0	 - 
95-105	0.23-0.24	-2.43	0	1	0	0	 - 
95-105	>0.3	-1.98	0	1	0	0	 - 
105-115	0.19-0.2	-7.36	0	2	0	0	 - 
115-125	0.21-0.22	-12.34	0	3	0	0	 - 
115-125	0.27-0.28	-5.93	0	1	0	0	 - 
125-135	0.17-0.18	-5.04	0	3	0	0	 - 
125-135	0.21-0.22	-4.79	0	3	0	0	 - 
125-135	0.29-0.3	-1.28	0	1	0	0	 - 
135-145	0.18-0.19	-9.01	0	2	0	0	 - 
135-145	0.27-0.28	-3.58	0	1	0	0	 - 
145-155	0.18-0.19	-7.71	0	2	0	0	 - 
145-155	0.23-0.24	-2.68	0	1	0	0	 - 
155-165	0.15-0.16	-4.35	0	5	0	0	 - 
155-165	0.22-0.23	-12.11	0	2	0	0	 - 
165-175	0.2-0.21	-2.91	0	2	0	0	 - 
165-175	0.21-0.22	-3.51	0	2	0	0	 - 
175-185	0.29-0.3	-0.28	0	1	0	0	 - 
185-195	0.18-0.19	-3.64	0	3	0	0	 - 
185-195	0.19-0.2	-1.58	0	1	0	0	 - 
185-195	0.28-0.29	-2.13	0	1	0	0	 - 
195-205	0.17-0.18	-5.94	0	3	0	0	 - 
195-205	0.21-0.22	-3.88	0	1	0	0	 - 
195-205	0.22-0.23	-3.83	0	1	0	0	 - 
205-215	0.21-0.22	-0.13	0	1	0	0	 - 
205-215	0.22-0.23	-9.44	0	3	0	0	 - 
205-215	0.23-0.24	-1.08	0	1	0	0	 - 
215-225	0.19-0.2	-1.56	0	2	0	0	 - 
225-235	0.23-0.24	-1.63	0	1	0	0	 - 
235-245	0.12-0.13	-10.53	0	6	0	0	 - 
235-245	0.24-0.25	-0.28	0	1	0	0	 - 
245-255	0.2-0.21	-4.99	0	3	0	0	 - 
255-265	0.15-0.16	-0.23	0	1	0	0	 - 
255-265	0.17-0.18	-3.36	0	2	0	0	 - 
255-265	0.19-0.2	-4.06	0	2	0	0	 - 
255-265	0.25-0.26	-4.18	0	1	0	0	 - 
265-275	0.15-0.16	-3.68	0	1	0	0	 - 
265-275	0.17-0.18	-4.76	0	2	0	0	 - 
265-275	0.24-0.25	-5.58	0	1	0	0	 - 
265-275	0.29-0.3	-1.98	0	1	0	0	 - 
275-285	0.19-0.2	-1.68	0	1	0	0	 - 
275-285	0.22-0.23	-7.01	0	2	0	0	 - 
275-285	0.23-0.24	-4.38	0	1	0	0	 - 
285-295	0.18-0.19	-9.24	0	3	0	0	 - 
285-295	0.19-0.2	-1.18	0	1	0	0	 - 
285-295	0.2-0.21	-2.38	0	1	0	0	 - 
285-295	0.22-0.23	-5.08	0	1	0	0	 - 
285-295	0.23-0.24	-4.98	0	1	0	0	 - 
285-295	0.25-0.26	-5.76	0	2	0	0	 - 
295-305	0.17-0.18	-4.36	0	2	0	0	 - 
295-305	0.18-0.19	-4.81	0	2	0	0	 - 
295-305	0.2-0.21	-2.38	0	1	0	0	 - 
295-305	0.21-0.22	-7.31	0	2	0	0	 - 
305-315	0.15-0.16	-3.16	0	2	0	0	 - 
315-325	0.17-0.18	-1.08	0	1	0	0	 - 
325-335	0.14-0.15	-0.88	0	1	0	0	 - 
325-335	0.15-0.16	-3.98	0	1	0	0	 - 
325-335	0.18-0.19	-0.28	0	1	0	0	 - 
325-335	0.21-0.22	-3.28	0	1	0	0	 - 
325-335	>0.3	-6.23	0	1	0	0	 - 
335-345	0.16-0.17	-3.87	0	4	0	0	 - 
335-345	0.21-0.22	-1.68	0	1	0	0	 - 
335-345	0.24-0.25	-0.88	0	1	0	0	 - 
355-365	0.14-0.15	-1.13	0	1	0	0	 - 
